ID_unitPatent,ID_unit,name,level,kind
,000000000000,POLSKA,0,
000000000000,010000000000,MAKROREGION POŁUDNIOWY,1,
010000000000,011200000000,MAŁOPOLSKIE,2,
011200000000,011210000000,REGION MAŁOPOLSKIE,3,
011210000000,011212000000,PODREGION KRAKOWSKI,4,
011212000000,011212001000,Powiat bocheński,5,1
011212001000,011212001011,Bochnia,6,1
011212001000,011212001022,Bochnia,6,2
011212001000,011212001032,Drwinia,6,2
011212001000,011212001042,Lipnica Murowana,6,2
011212001000,011212001052,Łapanów,6,2
011212001000,011212001063,Nowy Wiśnicz,6,3
011212001063,011212001064,Nowy Wiśnicz - miasto,6,4
011212001063,011212001065,Nowy Wiśnicz - obszar wiejski,6,5
011212001000,011212001072,Rzezawa,6,2
011212001000,011212001082,Trzciana,6,2
011212001000,011212001092,Żegocina,6,2
011212000000,011212006000,Powiat krakowski,5,1
011212006000,011212006012,Czernichów,6,2
011212006000,011212006022,Igołomia-Wawrzeńczyce,6,2
011212006000,011212006032,Iwanowice,6,2
011212006000,011212006042,Jerzmanowice-Przeginia,6,2
011212006000,011212006052,Kocmyrzów-Luborzyca,6,2
011212006000,011212006063,Krzeszowice,6,3
011212006063,011212006064,Krzeszowice - miasto,6,4
011212006063,011212006065,Krzeszowice - obszar wiejski,6,5
011212006000,011212006072,Liszki,6,2
011212006000,011212006082,Michałowice,6,2
011212006000,011212006092,Mogilany,6,2
011212006000,011212006103,Skała,6,3
011212006103,011212006104,Skała - miasto,6,4
011212006103,011212006105,Skała - obszar wiejski,6,5
011212006000,011212006113,Skawina,6,3
011212006113,011212006114,Skawina - miasto,6,4
011212006113,011212006115,Skawina - obszar wiejski,6,5
011212006000,011212006123,Słomniki,6,3
011212006123,011212006124,Słomniki - miasto,6,4
011212006123,011212006125,Słomniki - obszar wiejski,6,5
011212006000,011212006132,Sułoszowa,6,2
011212006000,011212006142,Świątniki Górne,6,2
011212006000,011212006143,Świątniki Górne,6,3
011212006143,011212006144,Świątniki Górne - miasto,6,4
011212006143,011212006145,Świątniki Górne - obszar wiejski,6,5
011212006000,011212006152,Wielka Wieś,6,2
011212006000,011212006162,Zabierzów,6,2
011212006000,011212006172,Zielonki,6,2
011212000000,011212008000,Powiat miechowski,5,1
011212008000,011212008012,Charsznica,6,2
011212008000,011212008022,Gołcza,6,2
011212008000,011212008032,Kozłów,6,2
011212008000,011212008042,Książ Wielki,6,2
011212008000,011212008053,Miechów,6,3
011212008053,011212008054,Miechów - miasto,6,4
011212008053,011212008055,Miechów - obszar wiejski,6,5
011212008000,011212008062,Racławice,6,2
011212008000,011212008072,Słaboszów,6,2
011212000000,011212009000,Powiat myślenicki,5,1
011212009000,011212009013,Dobczyce,6,3
011212009013,011212009014,Dobczyce - miasto,6,4
011212009013,011212009015,Dobczyce - obszar wiejski,6,5
011212009000,011212009022,Lubień,6,2
011212009000,011212009033,Myślenice,6,3
011212009033,011212009034,Myślenice - miasto,6,4
011212009033,011212009035,Myślenice - obszar wiejski,6,5
011212009000,011212009042,Pcim,6,2
011212009000,011212009052,Raciechowice,6,2
011212009000,011212009062,Siepraw,6,2
011212009000,011212009073,Sułkowice,6,3
011212009073,011212009074,Sułkowice - miasto,6,4
011212009073,011212009075,Sułkowice - obszar wiejski,6,5
011212009000,011212009082,Tokarnia,6,2
011212009000,011212009092,Wiśniowa,6,2
011212000000,011212014000,Powiat proszowicki,5,1
011212014000,011212014012,Koniusza,6,2
011212014000,011212014022,Koszyce,6,2
011212014000,011212014023,Koszyce,6,3
011212014023,011212014024,Koszyce - miasto,6,4
011212014023,011212014025,Koszyce - obszar wiejski,6,5
011212014000,011212014032,Nowe Brzesko,6,2
011212014000,011212014033,Nowe Brzesko,6,3
011212014033,011212014034,Nowe Brzesko - miasto,6,4
011212014033,011212014035,Nowe Brzesko - obszar wiejski,6,5
011212014000,011212014042,Pałecznica,6,2
011212014000,011212014053,Proszowice,6,3
011212014053,011212014054,Proszowice - miasto,6,4
011212014053,011212014055,Proszowice - obszar wiejski,6,5
011212014000,011212014062,Radziemice,6,2
011212000000,011212019000,Powiat wielicki,5,1
011212019000,011212019012,Biskupice,6,2
011212019000,011212019022,Gdów,6,2
011212019000,011212019032,Kłaj,6,2
011212019000,011212019043,Niepołomice,6,3
011212019043,011212019044,Niepołomice - miasto,6,4
011212019043,011212019045,Niepołomice - obszar wiejski,6,5
011212019000,011212019053,Wieliczka,6,3
011212019053,011212019054,Wieliczka - miasto,6,4
011212019053,011212019055,Wieliczka - obszar wiejski,6,5
011210000000,011212100000,PODREGION MIASTO KRAKÓW,4,
011212100000,011212161000,Powiat m.Kraków,5,2
011212161000,011212161011,Kraków,6,1
011210000000,011212200000,PODREGION NOWOSĄDECKI,4,
011212200000,011212205000,Powiat gorlicki,5,1
011212205000,011212205011,Gorlice,6,1
011212205000,011212205023,Biecz,6,3
011212205023,011212205024,Biecz - miasto,6,4
011212205023,011212205025,Biecz - obszar wiejski,6,5
011212205000,011212205032,Bobowa,6,2
011212205000,011212205033,Bobowa,6,3
011212205033,011212205034,Bobowa - miasto,6,4
011212205033,011212205035,Bobowa - obszar wiejski,6,5
011212205000,011212205042,Gorlice,6,2
011212205000,011212205052,Lipinki,6,2
011212205000,011212205062,Łużna,6,2
011212205000,011212205072,Moszczenica,6,2
011212205000,011212205082,Ropa,6,2
011212205000,011212205092,Sękowa,6,2
011212205000,011212205102,Uście Gorlickie,6,2
011212200000,011212207000,Powiat limanowski,5,1
011212207000,011212207011,Limanowa,6,1
011212207000,011212207021,Mszana Dolna,6,1
011212207000,011212207032,Dobra,6,2
011212207000,011212207042,Jodłownik,6,2
011212207000,011212207052,Kamienica,6,2
011212207000,011212207062,Laskowa,6,2
011212207000,011212207072,Limanowa,6,2
011212207000,011212207082,Łukowica,6,2
011212207000,011212207092,Mszana Dolna,6,2
011212207000,011212207102,Niedźwiedź,6,2
011212207000,011212207112,Słopnice,6,2
011212207000,011212207122,Tymbark,6,2
011212200000,011212210000,Powiat nowosądecki,5,1
011212210000,011212210001,Miejska strefa usług publicznych,6,1
011212210000,011212210011,Grybów,6,1
011212210000,011212210022,Chełmiec,6,2
011212210000,011212210032,Gródek nad Dunajcem,6,2
011212210000,011212210042,Grybów,6,2
011212210000,011212210052,Kamionka Wielka,6,2
011212210000,011212210062,Korzenna,6,2
011212210000,011212210073,Krynica-Zdrój,6,3
011212210073,011212210074,Krynica-Zdrój - miasto,6,4
011212210073,011212210075,Krynica-Zdrój - obszar wiejski,6,5
011212210000,011212210082,Łabowa,6,2
011212210000,011212210092,Łącko,6,2
011212210000,011212210102,Łososina Dolna,6,2
011212210000,011212210113,Muszyna,6,3
011212210113,011212210114,Muszyna - miasto,6,4
011212210113,011212210115,Muszyna - obszar wiejski,6,5
011212210000,011212210122,Nawojowa,6,2
011212210000,011212210133,Piwniczna-Zdrój,6,3
011212210133,011212210134,Piwniczna-Zdrój - miasto,6,4
011212210133,011212210135,Piwniczna-Zdrój - obszar wiejski,6,5
011212210000,011212210142,Podegrodzie,6,2
011212210000,011212210152,Rytro,6,2
011212210000,011212210163,Stary Sącz,6,3
011212210163,011212210164,Stary Sącz - miasto,6,4
011212210163,011212210165,Stary Sącz - obszar wiejski,6,5
011212200000,011212262000,Powiat m.Nowy Sącz,5,2
011212262000,011212262011,Nowy Sącz,6,1
011210000000,011212300000,PODREGION OŚWIĘCIMSKI,4,
011212300000,011212303000,Powiat chrzanowski,5,1
011212303000,011212303013,Alwernia,6,3
011212303013,011212303014,Alwernia - miasto,6,4
011212303013,011212303015,Alwernia - obszar wiejski,6,5
011212303000,011212303022,Babice,6,2
011212303000,011212303033,Chrzanów,6,3
011212303033,011212303034,Chrzanów - miasto,6,4
011212303033,011212303035,Chrzanów - obszar wiejski,6,5
011212303000,011212303043,Libiąż,6,3
011212303043,011212303044,Libiąż - miasto,6,4
011212303043,011212303045,Libiąż - obszar wiejski,6,5
011212303000,011212303053,Trzebinia,6,3
011212303053,011212303054,Trzebinia - miasto,6,4
011212303053,011212303055,Trzebinia - obszar wiejski,6,5
011212300000,011212312000,Powiat olkuski,5,1
011212312000,011212312011,Bukowno,6,1
011212312000,011212312021,Sławków,6,1
011212312000,011212312032,Bolesław,6,2
011212312000,011212312042,Klucze,6,2
011212312000,011212312053,Olkusz,6,3
011212312053,011212312054,Olkusz - miasto,6,4
011212312053,011212312055,Olkusz - obszar wiejski,6,5
011212312000,011212312062,Trzyciąż,6,2
011212312000,011212312073,Wolbrom,6,3
011212312073,011212312074,Wolbrom - miasto,6,4
011212312073,011212312075,Wolbrom - obszar wiejski,6,5
011212300000,011212313000,Powiat oświęcimski,5,1
011212313000,011212313011,Oświęcim,6,1
011212313000,011212313023,Brzeszcze,6,3
011212313023,011212313024,Brzeszcze - miasto,6,4
011212313023,011212313025,Brzeszcze - obszar wiejski,6,5
011212313000,011212313033,Chełmek,6,3
011212313033,011212313034,Chełmek - miasto,6,4
011212313033,011212313035,Chełmek - obszar wiejski,6,5
011212313000,011212313043,Kęty,6,3
011212313043,011212313044,Kęty - miasto,6,4
011212313043,011212313045,Kęty - obszar wiejski,6,5
011212313000,011212313052,Osiek,6,2
011212313000,011212313062,Oświęcim,6,2
011212313000,011212313072,Polanka Wielka,6,2
011212313000,011212313082,Przeciszów,6,2
011212313000,011212313093,Zator,6,3
011212313093,011212313094,Zator - miasto,6,4
011212313093,011212313095,Zator - obszar wiejski,6,5
011212300000,011212318000,Powiat wadowicki,5,1
011212318000,011212318013,Andrychów,6,3
011212318013,011212318014,Andrychów - miasto,6,4
011212318013,011212318015,Andrychów - obszar wiejski,6,5
011212318000,011212318022,Brzeźnica,6,2
011212318000,011212318033,Kalwaria Zebrzydowska,6,3
011212318033,011212318034,Kalwaria Zebrzydowska - miasto,6,4
011212318033,011212318035,Kalwaria Zebrzydowska - obszar wiejski,6,5
011212318000,011212318042,Lanckorona,6,2
011212318000,011212318052,Mucharz,6,2
011212318000,011212318062,Spytkowice,6,2
011212318000,011212318072,Stryszów,6,2
011212318000,011212318082,Tomice,6,2
011212318000,011212318093,Wadowice,6,3
011212318093,011212318094,Wadowice - miasto,6,4
011212318093,011212318095,Wadowice - obszar wiejski,6,5
011212318000,011212318102,Wieprz,6,2
011210000000,011212400000,PODREGION TARNOWSKI,4,
011212400000,011212402000,Powiat brzeski,5,1
011212402000,011212402012,Borzęcin,6,2
011212402000,011212402023,Brzesko,6,3
011212402023,011212402024,Brzesko - miasto,6,4
011212402023,011212402025,Brzesko - obszar wiejski,6,5
011212402000,011212402032,Czchów,6,2
011212402000,011212402033,Czchów,6,3
011212402033,011212402034,Czchów - miasto,6,4
011212402033,011212402035,Czchów - obszar wiejski,6,5
011212402000,011212402042,Dębno,6,2
011212402000,011212402052,Gnojnik,6,2
011212402000,011212402062,Iwkowa,6,2
011212402000,011212402072,Szczurowa,6,2
011212400000,011212404000,Powiat dąbrowski,5,1
011212404000,011212404012,Bolesław,6,2
011212404000,011212404023,Dąbrowa Tarnowska,6,3
011212404023,011212404024,Dąbrowa Tarnowska - miasto,6,4
011212404023,011212404025,Dąbrowa Tarnowska - obszar wiejski,6,5
011212404000,011212404032,Gręboszów,6,2
011212404000,011212404042,Mędrzechów,6,2
011212404000,011212404052,Olesno,6,2
011212404000,011212404062,Radgoszcz,6,2
011212404000,011212404072,Szczucin,6,2
011212404000,011212404073,Szczucin,6,3
011212404073,011212404074,Szczucin - miasto,6,4
011212404073,011212404075,Szczucin - obszar wiejski,6,5
011212400000,011212416000,Powiat tarnowski,5,1
011212416000,011212416012,Ciężkowice,6,2
011212416000,011212416013,Ciężkowice,6,3
011212416013,011212416014,Ciężkowice - miasto,6,4
011212416013,011212416015,Ciężkowice - obszar wiejski,6,5
011212416000,011212416022,Gromnik,6,2
011212416000,011212416032,Lisia Góra,6,2
011212416000,011212416042,Pleśna,6,2
011212416000,011212416052,Radłów,6,2
011212416000,011212416053,Radłów,6,3
011212416053,011212416054,Radłów - miasto,6,4
011212416053,011212416055,Radłów - obszar wiejski,6,5
011212416000,011212416062,Ryglice,6,2
011212416000,011212416063,Ryglice,6,3
011212416063,011212416064,Ryglice - miasto,6,4
011212416063,011212416065,Ryglice - obszar wiejski,6,5
011212416000,011212416072,Rzepiennik Strzyżewski,6,2
011212416000,011212416082,Skrzyszów,6,2
011212416000,011212416092,Tarnów,6,2
011212416000,011212416103,Tuchów,6,3
011212416103,011212416104,Tuchów - miasto,6,4
011212416103,011212416105,Tuchów - obszar wiejski,6,5
011212416000,011212416112,Wierzchosławice,6,2
011212416000,011212416122,Wietrzychowice,6,2
011212416000,011212416132,Wojnicz,6,2
011212416000,011212416133,Wojnicz,6,3
011212416133,011212416134,Wojnicz - miasto,6,4
011212416133,011212416135,Wojnicz - obszar wiejski,6,5
011212416000,011212416142,Zakliczyn,6,2
011212416000,011212416143,Zakliczyn,6,3
011212416143,011212416144,Zakliczyn - miasto,6,4
011212416143,011212416145,Zakliczyn - obszar wiejski,6,5
011212416000,011212416153,Żabno,6,3
011212416153,011212416154,Żabno - miasto,6,4
011212416153,011212416155,Żabno - obszar wiejski,6,5
011212416000,011212416162,Szerzyny,6,2
011212400000,011212463000,Powiat m.Tarnów,5,2
011212463000,011212463011,Tarnów,6,1
011210000000,011216900000,PODREGION NOWOTARSKI,4,
011216900000,011216911000,Powiat nowotarski,5,1
011216911000,011216911011,Nowy Targ,6,1
011216911000,011216911021,Szczawnica,6,1
011216911000,011216911023,Szczawnica,6,3
011216911023,011216911024,Szczawnica - miasto,6,4
011216911023,011216911025,Szczawnica - obszar wiejski,6,5
011216911000,011216911032,Czarny Dunajec,6,2
011216911000,011216911042,Czorsztyn,6,2
011216911000,011216911052,Jabłonka,6,2
011216911000,011216911062,Krościenko nad Dunajcem,6,2
011216911000,011216911072,Lipnica Wielka,6,2
011216911000,011216911082,Łapsze Niżne,6,2
011216911000,011216911092,Nowy Targ,6,2
011216911000,011216911102,Ochotnica Dolna,6,2
011216911000,011216911112,Raba Wyżna,6,2
011216911000,011216911123,Rabka-Zdrój,6,3
011216911123,011216911124,Rabka-Zdrój - miasto,6,4
011216911123,011216911125,Rabka-Zdrój - obszar wiejski,6,5
011216911000,011216911132,Spytkowice,6,2
011216911000,011216911142,Szaflary,6,2
011216900000,011216915000,Powiat suski,5,1
011216915000,011216915011,Jordanów,6,1
011216915000,011216915021,Sucha Beskidzka,6,1
011216915000,011216915032,Budzów,6,2
011216915000,011216915042,Bystra-Sidzina,6,2
011216915000,011216915052,Jordanów,6,2
011216915000,011216915063,Maków Podhalański,6,3
011216915063,011216915064,Maków Podhalański - miasto,6,4
011216915063,011216915065,Maków Podhalański - obszar wiejski,6,5
011216915000,011216915072,Stryszawa,6,2
011216915000,011216915082,Zawoja,6,2
011216915000,011216915092,Zembrzyce,6,2
011216900000,011216917000,Powiat tatrzański,5,1
011216917000,011216917011,Zakopane,6,1
011216917000,011216917022,Biały Dunajec,6,2
011216917000,011216917032,Bukowina Tatrzańska,6,2
011216917000,011216917042,Kościelisko,6,2
011216917000,011216917052,Poronin,6,2
010000000000,012400000000,ŚLĄSKIE,2,
012400000000,012410000000,REGION ŚLĄSKIE,3,
012410000000,012414400000,PODREGION BIELSKI,4,
012414400000,012414402000,Powiat bielski,5,1
012414402000,012414402011,Szczyrk,6,1
012414402000,012414402022,Bestwina,6,2
012414402000,012414402032,Buczkowice,6,2
012414402000,012414402043,Czechowice-Dziedzice,6,3
012414402043,012414402044,Czechowice-Dziedzice - miasto,6,4
012414402043,012414402045,Czechowice-Dziedzice - obszar wiejski,6,5
012414402000,012414402052,Jasienica,6,2
012414402000,012414402062,Jaworze,6,2
012414402000,012414402072,Kozy,6,2
012414402000,012414402082,Porąbka,6,2
012414402000,012414402093,Wilamowice,6,3
012414402093,012414402094,Wilamowice - miasto,6,4
012414402093,012414402095,Wilamowice - obszar wiejski,6,5
012414402000,012414402102,Wilkowice,6,2
012414400000,012414403000,Powiat cieszyński,5,1
012414403000,012414403011,Cieszyn,6,1
012414403000,012414403021,Ustroń,6,1
012414403000,012414403031,Wisła,6,1
012414403000,012414403042,Brenna,6,2
012414403000,012414403052,Chybie,6,2
012414403000,012414403062,Dębowiec,6,2
012414403000,012414403072,Goleszów,6,2
012414403000,012414403082,Hażlach,6,2
012414403000,012414403092,Istebna,6,2
012414403000,012414403103,Skoczów,6,3
012414403103,012414403104,Skoczów - miasto,6,4
012414403103,012414403105,Skoczów - obszar wiejski,6,5
012414403000,012414403113,Strumień,6,3
012414403113,012414403114,Strumień - miasto,6,4
012414403113,012414403115,Strumień - obszar wiejski,6,5
012414403000,012414403122,Zebrzydowice,6,2
012414400000,012414417000,Powiat żywiecki,5,1
012414417000,012414417011,Żywiec,6,1
012414417000,012414417022,Czernichów,6,2
012414417000,012414417032,Gilowice,6,2
012414417000,012414417042,Jeleśnia,6,2
012414417000,012414417052,Koszarawa,6,2
012414417000,012414417062,Lipowa,6,2
012414417000,012414417072,Łękawica,6,2
012414417000,012414417082,Łodygowice,6,2
012414417000,012414417092,Milówka,6,2
012414417000,012414417102,Radziechowy-Wieprz,6,2
012414417000,012414417112,Rajcza,6,2
012414417000,012414417122,Ślemień,6,2
012414417000,012414417132,Świnna,6,2
012414417000,012414417142,Ujsoły,6,2
012414417000,012414417152,Węgierska Górka,6,2
012414400000,012414461000,Powiat m.Bielsko-Biała,5,2
012414461000,012414461011,Bielsko-Biała,6,1
012410000000,012414500000,PODREGION BYTOMSKI,4,
012414500000,012414507000,Powiat lubliniecki,5,1
012414507000,012414507011,Lubliniec,6,1
012414507000,012414507022,Boronów,6,2
012414507000,012414507032,Ciasna,6,2
012414507000,012414507042,Herby,6,2
012414507000,012414507052,Kochanowice,6,2
012414507000,012414507062,Koszęcin,6,2
012414507000,012414507072,Pawonków,6,2
012414507000,012414507083,Woźniki,6,3
012414507083,012414507084,Woźniki - miasto,6,4
012414507083,012414507085,Woźniki - obszar wiejski,6,5
012414500000,012414513000,Powiat tarnogórski,5,1
012414513000,012414513011,Kalety,6,1
012414513000,012414513021,Miasteczko Śląskie,6,1
012414513000,012414513031,Radzionków,6,1
012414513000,012414513041,Tarnowskie Góry,6,1
012414513000,012414513052,Krupski Młyn,6,2
012414513000,012414513062,Ożarowice,6,2
012414513000,012414513072,Świerklaniec,6,2
012414513000,012414513082,Tworóg,6,2
012414513000,012414513092,Zbrosławice,6,2
012414500000,012414562000,Powiat m.Bytom,5,2
012414562000,012414562011,Bytom,6,1
012414500000,012414571000,Powiat m.Piekary Śląskie,5,2
012414571000,012414571011,Piekary Śląskie,6,1
012410000000,012414600000,PODREGION CZĘSTOCHOWSKI,4,
012414600000,012414604000,Powiat częstochowski,5,1
012414604000,012414604013,Blachownia,6,3
012414604013,012414604014,Blachownia - miasto,6,4
012414604013,012414604015,Blachownia - obszar wiejski,6,5
012414604000,012414604022,Dąbrowa Zielona,6,2
012414604000,012414604032,Janów,6,2
012414604000,012414604042,Kamienica Polska,6,2
012414604000,012414604052,Kłomnice,6,2
012414604000,012414604063,Koniecpol,6,3
012414604063,012414604064,Koniecpol - miasto,6,4
012414604063,012414604065,Koniecpol - obszar wiejski,6,5
012414604000,012414604072,Konopiska,6,2
012414604000,012414604082,Kruszyna,6,2
012414604000,012414604092,Lelów,6,2
012414604000,012414604102,Mstów,6,2
012414604000,012414604112,Mykanów,6,2
012414604000,012414604122,Olsztyn,6,2
012414604000,012414604132,Poczesna,6,2
012414604000,012414604142,Przyrów,6,2
012414604000,012414604152,Rędziny,6,2
012414604000,012414604162,Starcza,6,2
012414600000,012414606000,Powiat kłobucki,5,1
012414606000,012414606013,Kłobuck,6,3
012414606013,012414606014,Kłobuck - miasto,6,4
012414606013,012414606015,Kłobuck - obszar wiejski,6,5
012414606000,012414606023,Krzepice,6,3
012414606023,012414606024,Krzepice - miasto,6,4
012414606023,012414606025,Krzepice - obszar wiejski,6,5
012414606000,012414606032,Lipie,6,2
012414606000,012414606042,Miedźno,6,2
012414606000,012414606052,Opatów,6,2
012414606000,012414606062,Panki,6,2
012414606000,012414606072,Popów,6,2
012414606000,012414606082,Przystajń,6,2
012414606000,012414606092,Wręczyca Wielka,6,2
012414600000,012414609000,Powiat myszkowski,5,1
012414609000,012414609011,Myszków,6,1
012414609000,012414609023,Koziegłowy,6,3
012414609023,012414609024,Koziegłowy - miasto,6,4
012414609023,012414609025,Koziegłowy - obszar wiejski,6,5
012414609000,012414609032,Niegowa,6,2
012414609000,012414609042,Poraj,6,2
012414609000,012414609053,Żarki,6,3
012414609053,012414609054,Żarki - miasto,6,4
012414609053,012414609055,Żarki - obszar wiejski,6,5
012414600000,012414664000,Powiat m.Częstochowa,5,2
012414664000,012414664011,Częstochowa,6,1
012410000000,012414700000,PODREGION GLIWICKI,4,
012414700000,012414705000,Powiat gliwicki,5,1
012414705000,012414705011,Knurów,6,1
012414705000,012414705021,Pyskowice,6,1
012414705000,012414705032,Gierałtowice,6,2
012414705000,012414705042,Pilchowice,6,2
012414705000,012414705052,Rudziniec,6,2
012414705000,012414705062,Sośnicowice,6,2
012414705000,012414705063,Sośnicowice,6,3
012414705063,012414705064,Sośnicowice - miasto,6,4
012414705063,012414705065,Sośnicowice - obszar wiejski,6,5
012414705000,012414705073,Toszek,6,3
012414705073,012414705074,Toszek - miasto,6,4
012414705073,012414705075,Toszek - obszar wiejski,6,5
012414705000,012414705082,Wielowieś,6,2
012414700000,012414766000,Powiat m.Gliwice,5,2
012414766000,012414766011,Gliwice,6,1
012414700000,012414778000,Powiat m.Zabrze,5,2
012414778000,012414778011,Zabrze,6,1
012410000000,012414800000,PODREGION KATOWICKI,4,
012414800000,012414863000,Powiat m.Chorzów,5,2
012414863000,012414863011,Chorzów,6,1
012414800000,012414869000,Powiat m.Katowice,5,2
012414869000,012414869011,Katowice,6,1
012414800000,012414870000,Powiat m.Mysłowice,5,2
012414870000,012414870011,Mysłowice,6,1
012414800000,012414872000,Powiat m.Ruda Śląska,5,2
012414872000,012414872011,Ruda Śląska,6,1
012414800000,012414874000,Powiat m.Siemianowice Śląskie,5,2
012414874000,012414874011,Siemianowice Śląskie,6,1
012414800000,012414876000,Powiat m.Świętochłowice,5,2
012414876000,012414876011,Świętochłowice,6,1
012410000000,012414900000,PODREGION RYBNICKI,4,
012414900000,012414911000,Powiat raciborski,5,1
012414911000,012414911011,Racibórz,6,1
012414911000,012414911022,Kornowac,6,2
012414911000,012414911032,Krzanowice,6,2
012414911000,012414911033,Krzanowice,6,3
012414911033,012414911034,Krzanowice - miasto,6,4
012414911033,012414911035,Krzanowice - obszar wiejski,6,5
012414911000,012414911042,Krzyżanowice,6,2
012414911000,012414911053,Kuźnia Raciborska,6,3
012414911053,012414911054,Kuźnia Raciborska - miasto,6,4
012414911053,012414911055,Kuźnia Raciborska - obszar wiejski,6,5
012414911000,012414911062,Nędza,6,2
012414911000,012414911072,Pietrowice Wielkie,6,2
012414911000,012414911082,Rudnik,6,2
012414900000,012414912000,Powiat rybnicki,5,1
012414912000,012414912013,Czerwionka-Leszczyny,6,3
012414912013,012414912014,Czerwionka-Leszczyny - miasto,6,4
012414912013,012414912015,Czerwionka-Leszczyny - obszar wiejski,6,5
012414912000,012414912022,Gaszowice,6,2
012414912000,012414912032,Jejkowice,6,2
012414912000,012414912042,Lyski,6,2
012414912000,012414912052,Świerklany,6,2
012414900000,012414915000,Powiat wodzisławski,5,1
012414915000,012414915011,Pszów,6,1
012414915000,012414915021,Radlin,6,1
012414915000,012414915031,Rydułtowy,6,1
012414915000,012414915041,Wodzisław Śląski,6,1
012414915000,012414915052,Godów,6,2
012414915000,012414915062,Gorzyce,6,2
012414915000,012414915072,Lubomia,6,2
012414915000,012414915082,Marklowice,6,2
012414915000,012414915092,Mszana,6,2
012414900000,012414967000,Powiat m.Jastrzębie-Zdrój,5,2
012414967000,012414967011,Jastrzębie-Zdrój,6,1
012414900000,012414973000,Powiat m.Rybnik,5,2
012414973000,012414973011,Rybnik,6,1
012414900000,012414979000,Powiat m.Żory,5,2
012414979000,012414979011,Żory,6,1
012410000000,012415000000,PODREGION SOSNOWIECKI,4,
012415000000,012415001000,Powiat będziński,5,1
012415001000,012415001011,Będzin,6,1
012415001000,012415001021,Czeladź,6,1
012415001000,012415001031,Wojkowice,6,1
012415001000,012415001042,Bobrowniki,6,2
012415001000,012415001052,Mierzęcice,6,2
012415001000,012415001062,Psary,6,2
012415001000,012415001073,Siewierz,6,3
012415001073,012415001074,Siewierz - miasto,6,4
012415001073,012415001075,Siewierz - obszar wiejski,6,5
012415001000,012415001081,Sławków,6,1
012415000000,012415016000,Powiat zawierciański,5,1
012415016000,012415016011,Poręba,6,1
012415016000,012415016021,Zawiercie,6,1
012415016000,012415016032,Irządze,6,2
012415016000,012415016042,Kroczyce,6,2
012415016000,012415016053,Łazy,6,3
012415016053,012415016054,Łazy - miasto,6,4
012415016053,012415016055,Łazy - obszar wiejski,6,5
012415016000,012415016063,Ogrodzieniec,6,3
012415016063,012415016064,Ogrodzieniec - miasto,6,4
012415016063,012415016065,Ogrodzieniec - obszar wiejski,6,5
012415016000,012415016073,Pilica,6,3
012415016073,012415016074,Pilica - miasto,6,4
012415016073,012415016075,Pilica - obszar wiejski,6,5
012415016000,012415016083,Szczekociny,6,3
012415016083,012415016084,Szczekociny - miasto,6,4
012415016083,012415016085,Szczekociny - obszar wiejski,6,5
012415016000,012415016092,Włodowice,6,2
012415016000,012415016102,Żarnowiec,6,2
012415000000,012415065000,Powiat m.Dąbrowa Górnicza,5,2
012415065000,012415065011,Dąbrowa Górnicza,6,1
012415000000,012415068000,Powiat m.Jaworzno,5,2
012415068000,012415068011,Jaworzno,6,1
012415000000,012415075000,Powiat m.Sosnowiec,5,2
012415075000,012415075011,Sosnowiec,6,1
012410000000,012415100000,PODREGION TYSKI,4,
012415100000,012415108000,Powiat mikołowski,5,1
012415108000,012415108011,Łaziska Górne,6,1
012415108000,012415108021,Mikołów,6,1
012415108000,012415108031,Orzesze,6,1
012415108000,012415108042,Ornontowice,6,2
012415108000,012415108052,Wyry,6,2
012415100000,012415110000,Powiat pszczyński,5,1
012415110000,012415110012,Goczałkowice-Zdrój,6,2
012415110000,012415110022,Kobiór,6,2
012415110000,012415110032,Miedźna,6,2
012415110000,012415110042,Pawłowice,6,2
012415110000,012415110053,Pszczyna,6,3
012415110053,012415110054,Pszczyna - miasto,6,4
012415110053,012415110055,Pszczyna - obszar wiejski,6,5
012415110000,012415110062,Suszec,6,2
012415100000,012415114000,Powiat bieruńsko-lędziński,5,1
012415114000,012415114011,Bieruń,6,1
012415114000,012415114021,Imielin,6,1
012415114000,012415114031,Lędziny,6,1
012415114000,012415114042,Bojszowy,6,2
012415114000,012415114052,Chełm Śląski,6,2
012415100000,012415177000,Powiat m.Tychy,5,2
012415177000,012415177011,Tychy,6,1
000000000000,020000000000,MAKROREGION PÓŁNOCNO-ZACHODNI,1,
020000000000,020800000000,LUBUSKIE,2,
020800000000,020810000000,REGION LUBUSKIE,3,
020810000000,020811300000,PODREGION GORZOWSKI,4,
020811300000,020811301000,Powiat gorzowski,5,1
020811301000,020811301011,Kostrzyn nad Odrą,6,1
020811301000,020811301022,Bogdaniec,6,2
020811301000,020811301032,Deszczno,6,2
020811301000,020811301042,Kłodawa,6,2
020811301000,020811301052,Lubiszyn,6,2
020811301000,020811301062,Santok,6,2
020811301000,020811301073,Witnica,6,3
020811301073,020811301074,Witnica - miasto,6,4
020811301073,020811301075,Witnica - obszar wiejski,6,5
020811300000,020811303000,Powiat międzyrzecki,5,1
020811303000,020811303012,Bledzew,6,2
020811303000,020811303023,Międzyrzecz,6,3
020811303023,020811303024,Międzyrzecz - miasto,6,4
020811303023,020811303025,Międzyrzecz - obszar wiejski,6,5
